name,id,image_path,type1,type2
Doublade,680,../dataset-v3\Doublade\0.jpg,Steel,Ghost
Doublade,680,../dataset-v3\Doublade\1.jpg,Steel,Ghost
Dragalge,691,../dataset-v3\Dragalge\0.jpg,Poison,Dragon
Dragalge,691,../dataset-v3\Dragalge\1.jpg,Poison,Dragon
Dragonair,148,../dataset-v3\Dragonair\0.jpg,Dragon,
Dragonair,148,../dataset-v3\Dragonair\1.jpg,Dragon,
Dragonair,148,../dataset-v3\Dragonair\2.jpg,Dragon,
Dragonair,148,../dataset-v3\Dragonair\3.jpg,Dragon,
Dragonite,149,../dataset-v3\Dragonite\0.jpg,Dragon,Flying
Dragonite,149,../dataset-v3\Dragonite\1.jpg,Dragon,Flying
Dragonite,149,../dataset-v3\Dragonite\2.jpg,Dragon,Flying
Dragonite,149,../dataset-v3\Dragonite\3.jpg,Dragon,Flying
Drapion,452,../dataset-v3\Drapion\0.jpg,Poison,Dark
Drapion,452,../dataset-v3\Drapion\1.jpg,Poison,Dark
Dratini,147,../dataset-v3\Dratini\0.jpg,Dragon,
Dratini,147,../dataset-v3\Dratini\1.jpg,Dragon,
Dratini,147,../dataset-v3\Dratini\2.jpg,Dragon,
Dratini,147,../dataset-v3\Dratini\3.jpg,Dragon,
Drifblim,426,../dataset-v3\Drifblim\0.jpg,Ghost,Flying
Drifblim,426,../dataset-v3\Drifblim\1.jpg,Ghost,Flying
Drifloon,425,../dataset-v3\Drifloon\0.jpg,Ghost,Flying
Drifloon,425,../dataset-v3\Drifloon\1.jpg,Ghost,Flying
Drilbur,529,../dataset-v3\Drilbur\0.jpg,Ground,
Drilbur,529,../dataset-v3\Drilbur\1.jpg,Ground,
Drowzee,96,../dataset-v3\Drowzee\0.jpg,Psychic,
Drowzee,96,../dataset-v3\Drowzee\1.jpg,Psychic,
Drowzee,96,../dataset-v3\Drowzee\2.jpg,Psychic,
Drowzee,96,../dataset-v3\Drowzee\3.jpg,Psychic,
Druddigon,621,../dataset-v3\Druddigon\0.jpg,Dragon,
Druddigon,621,../dataset-v3\Druddigon\1.jpg,Dragon,
Ducklett,580,../dataset-v3\Ducklett\0.jpg,Water,Flying
Ducklett,580,../dataset-v3\Ducklett\1.jpg,Water,Flying
Dugtrio,51,../dataset-v3\Dugtrio\0.jpg,Ground,
Dugtrio,51,../dataset-v3\Dugtrio\1.jpg,Ground,
Dugtrio,51,../dataset-v3\Dugtrio\2.jpg,Ground,
Dugtrio,51,../dataset-v3\Dugtrio\3.jpg,Ground,
Dugtrio,51,../dataset-v3\Dugtrio\4.jpg,Ground,
Dugtrio,51,../dataset-v3\Dugtrio\5.jpg,Ground,
Dunsparce,206,../dataset-v3\Dunsparce\0.jpg,Normal,
Dunsparce,206,../dataset-v3\Dunsparce\1.jpg,Normal,
Dunsparce,206,../dataset-v3\Dunsparce\2.jpg,Normal,
Duosion,578,../dataset-v3\Duosion\0.jpg,Psychic,
Duosion,578,../dataset-v3\Duosion\1.jpg,Psychic,
Durant,632,../dataset-v3\Durant\0.jpg,Bug,Steel
Durant,632,../dataset-v3\Durant\1.jpg,Bug,Steel
Dusclops,356,../dataset-v3\Dusclops\0.jpg,Ghost,
Dusclops,356,../dataset-v3\Dusclops\1.jpg,Ghost,
Dusknoir,477,../dataset-v3\Dusknoir\0.jpg,Ghost,
Dusknoir,477,../dataset-v3\Dusknoir\1.jpg,Ghost,
Duskull,355,../dataset-v3\Duskull\0.jpg,Ghost,
Duskull,355,../dataset-v3\Duskull\1.jpg,Ghost,
Dustox,269,../dataset-v3\Dustox\0.jpg,Bug,Poison
Dustox,269,../dataset-v3\Dustox\1.jpg,Bug,Poison
Dwebble,557,../dataset-v3\Dwebble\0.jpg,Bug,Rock
Dwebble,557,../dataset-v3\Dwebble\1.jpg,Bug,Rock
Eelektrik,603,../dataset-v3\Eelektrik\0.jpg,Electric,
Eelektrik,603,../dataset-v3\Eelektrik\1.jpg,Electric,
Eelektross,604,../dataset-v3\Eelektross\0.jpg,Electric,
Eelektross,604,../dataset-v3\Eelektross\1.jpg,Electric,
Eevee,133,../dataset-v3\Eevee\0.jpg,Normal,
Eevee,133,../dataset-v3\Eevee\1.jpg,Normal,
Eevee,133,../dataset-v3\Eevee\2.jpg,Normal,
Eevee,133,../dataset-v3\Eevee\3.jpg,Normal,
Eevee,133,../dataset-v3\Eevee\4.jpg,Normal,
Ekans,23,../dataset-v3\Ekans\0.jpg,Poison,
Ekans,23,../dataset-v3\Ekans\1.jpg,Poison,
Ekans,23,../dataset-v3\Ekans\2.jpg,Poison,
Ekans,23,../dataset-v3\Ekans\3.jpg,Poison,
Electabuzz,125,../dataset-v3\Electabuzz\0.jpg,Electric,
Electabuzz,125,../dataset-v3\Electabuzz\1.jpg,Electric,
Electabuzz,125,../dataset-v3\Electabuzz\2.jpg,Electric,
Electabuzz,125,../dataset-v3\Electabuzz\3.jpg,Electric,
Electivire,466,../dataset-v3\Electivire\0.jpg,Electric,
Electivire,466,../dataset-v3\Electivire\1.jpg,Electric,
Electrike,309,../dataset-v3\Electrike\0.jpg,Electric,
Electrike,309,../dataset-v3\Electrike\1.jpg,Electric,
Electrode,101,../dataset-v3\Electrode\0.jpg,Electric,
Electrode,101,../dataset-v3\Electrode\1.jpg,Electric,
Electrode,101,../dataset-v3\Electrode\2.jpg,Electric,
Electrode,101,../dataset-v3\Electrode\3.jpg,Electric,
Elekid,239,../dataset-v3\Elekid\0.jpg,Electric,
Elekid,239,../dataset-v3\Elekid\1.jpg,Electric,
Elekid,239,../dataset-v3\Elekid\2.jpg,Electric,
Elgyem,605,../dataset-v3\Elgyem\0.jpg,Psychic,
Elgyem,605,../dataset-v3\Elgyem\1.jpg,Psychic,
Emboar,500,../dataset-v3\Emboar\0.jpg,Fire,Fighting
Emboar,500,../dataset-v3\Emboar\1.jpg,Fire,Fighting
Emolga,587,../dataset-v3\Emolga\0.jpg,Electric,Flying
Emolga,587,../dataset-v3\Emolga\1.jpg,Electric,Flying
Empoleon,395,../dataset-v3\Empoleon\0.jpg,Water,Steel
Empoleon,395,../dataset-v3\Empoleon\1.jpg,Water,Steel
Entei,244,../dataset-v3\Entei\0.jpg,Fire,
Entei,244,../dataset-v3\Entei\1.jpg,Fire,
Entei,244,../dataset-v3\Entei\2.jpg,Fire,
Entei,244,../dataset-v3\Entei\3.jpg,Fire,
Escavalier,589,../dataset-v3\Escavalier\0.jpg,Bug,Steel
Escavalier,589,../dataset-v3\Escavalier\1.jpg,Bug,Steel
Espeon,196,../dataset-v3\Espeon\0.jpg,Psychic,
Espeon,196,../dataset-v3\Espeon\1.jpg,Psychic,
Espeon,196,../dataset-v3\Espeon\2.jpg,Psychic,
Espurr,677,../dataset-v3\Espurr\0.jpg,Psychic,
Espurr,677,../dataset-v3\Espurr\1.jpg,Psychic,
Excadrill,530,../dataset-v3\Excadrill\0.jpg,Ground,Steel
Excadrill,530,../dataset-v3\Excadrill\1.jpg,Ground,Steel
Exeggcute,102,../dataset-v3\Exeggcute\0.jpg,Grass,Psychic
Exeggcute,102,../dataset-v3\Exeggcute\1.jpg,Grass,Psychic
Exeggcute,102,../dataset-v3\Exeggcute\2.jpg,Grass,Psychic
Exeggcute,102,../dataset-v3\Exeggcute\3.jpg,Grass,Psychic
Exeggutor,103,../dataset-v3\Exeggutor\0.jpg,Grass,Psychic
Exeggutor,103,../dataset-v3\Exeggutor\1.jpg,Grass,Psychic
Exeggutor,103,../dataset-v3\Exeggutor\2.jpg,Grass,Psychic
Exploud,295,../dataset-v3\Exploud\0.jpg,Normal,
Exploud,295,../dataset-v3\Exploud\1.jpg,Normal,
Farfetch'd,83,../dataset-v3\Farfetch'd\0.jpg,Normal,Flying
Farfetch'd,83,../dataset-v3\Farfetch'd\1.jpg,Normal,Flying
Farfetch'd,83,../dataset-v3\Farfetch'd\2.jpg,Normal,Flying
Farfetch'd,83,../dataset-v3\Farfetch'd\3.jpg,Normal,Flying
Farfetch'd,83,../dataset-v3\Farfetch'd\4.jpg,Normal,Flying
Fearow,22,../dataset-v3\Fearow\0.jpg,Normal,Flying
Fearow,22,../dataset-v3\Fearow\1.jpg,Normal,Flying
Fearow,22,../dataset-v3\Fearow\2.jpg,Normal,Flying
Fearow,22,../dataset-v3\Fearow\3.jpg,Normal,Flying
Feebas,349,../dataset-v3\Feebas\0.jpg,Water,
Feebas,349,../dataset-v3\Feebas\1.jpg,Water,
Fennekin,653,../dataset-v3\Fennekin\0.jpg,Fire,
Fennekin,653,../dataset-v3\Fennekin\1.jpg,Fire,
Feraligatr,160,../dataset-v3\Feraligatr\0.jpg,Water,
Feraligatr,160,../dataset-v3\Feraligatr\1.jpg,Water,
Feraligatr,160,../dataset-v3\Feraligatr\2.jpg,Water,
Ferroseed,597,../dataset-v3\Ferroseed\0.jpg,Grass,Steel
Ferroseed,597,../dataset-v3\Ferroseed\1.jpg,Grass,Steel
Ferrothorn,598,../dataset-v3\Ferrothorn\0.jpg,Grass,Steel
Ferrothorn,598,../dataset-v3\Ferrothorn\1.jpg,Grass,Steel
Finneon,456,../dataset-v3\Finneon\0.jpg,Water,
Finneon,456,../dataset-v3\Finneon\1.jpg,Water,
Flaaffy,180,../dataset-v3\Flaaffy\0.jpg,Electric,
Flaaffy,180,../dataset-v3\Flaaffy\1.jpg,Electric,
Flaaffy,180,../dataset-v3\Flaaffy\2.jpg,Electric,
Flareon,136,../dataset-v3\Flareon\0.jpg,Fire,
Flareon,136,../dataset-v3\Flareon\1.jpg,Fire,
Flareon,136,../dataset-v3\Flareon\2.jpg,Fire,
Flareon,136,../dataset-v3\Flareon\3.jpg,Fire,
Fletchinder,662,../dataset-v3\Fletchinder\0.jpg,Fire,Flying
Fletchinder,662,../dataset-v3\Fletchinder\1.jpg,Fire,Flying
Fletchling,661,../dataset-v3\Fletchling\0.jpg,Normal,Flying
Fletchling,661,../dataset-v3\Fletchling\1.jpg,Normal,Flying
Floatzel,419,../dataset-v3\Floatzel\0.jpg,Water,
Floatzel,419,../dataset-v3\Floatzel\1.jpg,Water,
Floette,670,../dataset-v3\Floette\0.jpg,Fairy,
Floette,670,../dataset-v3\Floette\1.jpg,Fairy,
Floette,670,../dataset-v3\Floette\2.jpg,Fairy,
Floette,670,../dataset-v3\Floette\3.jpg,Fairy,
Floette,670,../dataset-v3\Floette\4.jpg,Fairy,
Floette,670,../dataset-v3\Floette\5.jpg,Fairy,
Florges,671,../dataset-v3\Florges\0.jpg,Fairy,
Florges,671,../dataset-v3\Florges\1.jpg,Fairy,
Florges,671,../dataset-v3\Florges\2.jpg,Fairy,
Florges,671,../dataset-v3\Florges\3.jpg,Fairy,
Florges,671,../dataset-v3\Florges\4.jpg,Fairy,
Florges,671,../dataset-v3\Florges\5.jpg,Fairy,
Flygon,330,../dataset-v3\Flygon\0.jpg,Ground,Dragon
Flygon,330,../dataset-v3\Flygon\1.jpg,Ground,Dragon
Foongus,590,../dataset-v3\Foongus\0.jpg,Grass,Poison
Foongus,590,../dataset-v3\Foongus\1.jpg,Grass,Poison
Forretress,205,../dataset-v3\Forretress\0.jpg,Bug,Steel
Forretress,205,../dataset-v3\Forretress\1.jpg,Bug,Steel
Forretress,205,../dataset-v3\Forretress\2.jpg,Bug,Steel
Fraxure,611,../dataset-v3\Fraxure\0.jpg,Dragon,
Fraxure,611,../dataset-v3\Fraxure\1.jpg,Dragon,
Frillish,592,../dataset-v3\Frillish\0.jpg,Water,Ghost
Frillish,592,../dataset-v3\Frillish\1.jpg,Water,Ghost
Frillish,592,../dataset-v3\Frillish\2.jpg,Water,Ghost
Frillish,592,../dataset-v3\Frillish\3.jpg,Water,Ghost
Froakie,656,../dataset-v3\Froakie\0.jpg,Water,
Froakie,656,../dataset-v3\Froakie\1.jpg,Water,
Frogadier,657,../dataset-v3\Frogadier\0.jpg,Water,
Frogadier,657,../dataset-v3\Frogadier\1.jpg,Water,
Froslass,478,../dataset-v3\Froslass\0.jpg,Ice,Ghost
Froslass,478,../dataset-v3\Froslass\1.jpg,Ice,Ghost
Furfrou,676,../dataset-v3\Furfrou\0.jpg,Normal,
Furfrou,676,../dataset-v3\Furfrou\1.jpg,Normal,
Furfrou,676,../dataset-v3\Furfrou\2.jpg,Normal,
Furfrou,676,../dataset-v3\Furfrou\3.jpg,Normal,
Furfrou,676,../dataset-v3\Furfrou\4.jpg,Normal,
Furfrou,676,../dataset-v3\Furfrou\5.jpg,Normal,
Furret,162,../dataset-v3\Furret\0.jpg,Normal,
Furret,162,../dataset-v3\Furret\1.jpg,Normal,
Furret,162,../dataset-v3\Furret\2.jpg,Normal,
Gabite,444,../dataset-v3\Gabite\0.jpg,Dragon,Ground
Gabite,444,../dataset-v3\Gabite\1.jpg,Dragon,Ground
Gallade,475,../dataset-v3\Gallade\0.jpg,Psychic,Fighting
Gallade,475,../dataset-v3\Gallade\1.jpg,Psychic,Fighting
Gallade,475,../dataset-v3\Gallade\2.jpg,Psychic,Fighting
Gallade,475,../dataset-v3\Gallade\3.jpg,Psychic,Fighting
Galvantula,596,../dataset-v3\Galvantula\0.jpg,Bug,Electric
Galvantula,596,../dataset-v3\Galvantula\1.jpg,Bug,Electric
Garbodor,569,../dataset-v3\Garbodor\0.jpg,Poison,
Garbodor,569,../dataset-v3\Garbodor\1.jpg,Poison,
Garbodor,569,../dataset-v3\Garbodor\2.jpg,Poison,
Garchomp,445,../dataset-v3\Garchomp\0.jpg,Dragon,Ground
Garchomp,445,../dataset-v3\Garchomp\1.jpg,Dragon,Ground
Garchomp,445,../dataset-v3\Garchomp\2.jpg,Dragon,Ground
Garchomp,445,../dataset-v3\Garchomp\3.jpg,Dragon,Ground
Gardevoir,282,../dataset-v3\Gardevoir\0.jpg,Psychic,Fairy
Gardevoir,282,../dataset-v3\Gardevoir\1.jpg,Psychic,Fairy
Gardevoir,282,../dataset-v3\Gardevoir\2.jpg,Psychic,Fairy
Gardevoir,282,../dataset-v3\Gardevoir\3.jpg,Psychic,Fairy
Gastly,92,../dataset-v3\Gastly\0.jpg,Ghost,Poison
Gastly,92,../dataset-v3\Gastly\1.jpg,Ghost,Poison
Gastly,92,../dataset-v3\Gastly\2.jpg,Ghost,Poison
Gastly,92,../dataset-v3\Gastly\3.jpg,Ghost,Poison
Gastrodon,423,../dataset-v3\Gastrodon\0.jpg,Water,Ground
Gastrodon,423,../dataset-v3\Gastrodon\1.jpg,Water,Ground
Gastrodon,423,../dataset-v3\Gastrodon\2.jpg,Water,Ground
Gastrodon,423,../dataset-v3\Gastrodon\3.jpg,Water,Ground
Genesect,649,../dataset-v3\Genesect\0.jpg,Bug,Steel
Genesect,649,../dataset-v3\Genesect\1.jpg,Bug,Steel
Genesect,649,../dataset-v3\Genesect\2.jpg,Bug,Steel
Genesect,649,../dataset-v3\Genesect\3.jpg,Bug,Steel
Genesect,649,../dataset-v3\Genesect\4.jpg,Bug,Steel
Genesect,649,../dataset-v3\Genesect\5.jpg,Bug,Steel
Gengar,94,../dataset-v3\Gengar\0.jpg,Ghost,Poison
Gengar,94,../dataset-v3\Gengar\1.jpg,Ghost,Poison
Gengar,94,../dataset-v3\Gengar\2.jpg,Ghost,Poison
Gengar,94,../dataset-v3\Gengar\3.jpg,Ghost,Poison
Gengar,94,../dataset-v3\Gengar\4.jpg,Ghost,Poison
Gengar,94,../dataset-v3\Gengar\5.jpg,Ghost,Poison
Geodude,74,../dataset-v3\Geodude\0.jpg,Rock,Ground
Geodude,74,../dataset-v3\Geodude\1.jpg,Rock,Ground
Geodude,74,../dataset-v3\Geodude\2.jpg,Rock,Ground
Geodude,74,../dataset-v3\Geodude\3.jpg,Rock,Ground
Geodude,74,../dataset-v3\Geodude\4.jpg,Rock,Ground
Geodude,74,../dataset-v3\Geodude\5.jpg,Rock,Ground
Gible,443,../dataset-v3\Gible\0.jpg,Dragon,Ground
Gible,443,../dataset-v3\Gible\1.jpg,Dragon,Ground
Gigalith,526,../dataset-v3\Gigalith\0.jpg,Rock,
Gigalith,526,../dataset-v3\Gigalith\1.jpg,Rock,
Girafarig,203,../dataset-v3\Girafarig\0.jpg,Normal,Psychic
Girafarig,203,../dataset-v3\Girafarig\1.jpg,Normal,Psychic
Girafarig,203,../dataset-v3\Girafarig\2.jpg,Normal,Psychic
Glaceon,471,../dataset-v3\Glaceon\0.jpg,Ice,
Glaceon,471,../dataset-v3\Glaceon\1.jpg,Ice,
Glalie,362,../dataset-v3\Glalie\0.jpg,Ice,
Glalie,362,../dataset-v3\Glalie\1.jpg,Ice,
Glalie,362,../dataset-v3\Glalie\2.jpg,Ice,
Glalie,362,../dataset-v3\Glalie\3.jpg,Ice,
Glameow,431,../dataset-v3\Glameow\0.jpg,Normal,
Glameow,431,../dataset-v3\Glameow\1.jpg,Normal,
Gligar,207,../dataset-v3\Gligar\0.jpg,Ground,Flying
Gligar,207,../dataset-v3\Gligar\1.jpg,Ground,Flying
Gligar,207,../dataset-v3\Gligar\2.jpg,Ground,Flying
Gliscor,472,../dataset-v3\Gliscor\0.jpg,Ground,Flying
Gliscor,472,../dataset-v3\Gliscor\1.jpg,Ground,Flying
Gloom,44,../dataset-v3\Gloom\0.jpg,Grass,Poison
Gloom,44,../dataset-v3\Gloom\1.jpg,Grass,Poison
Gloom,44,../dataset-v3\Gloom\2.jpg,Grass,Poison
Gloom,44,../dataset-v3\Gloom\3.jpg,Grass,Poison
Gogoat,673,../dataset-v3\Gogoat\0.jpg,Grass,
Gogoat,673,../dataset-v3\Gogoat\1.jpg,Grass,
Golbat,42,../dataset-v3\Golbat\0.jpg,Poison,Flying
Golbat,42,../dataset-v3\Golbat\1.jpg,Poison,Flying
Golbat,42,../dataset-v3\Golbat\2.jpg,Poison,Flying
Golbat,42,../dataset-v3\Golbat\3.jpg,Poison,Flying
Goldeen,118,../dataset-v3\Goldeen\0.jpg,Water,
Goldeen,118,../dataset-v3\Goldeen\1.jpg,Water,
Goldeen,118,../dataset-v3\Goldeen\2.jpg,Water,
Goldeen,118,../dataset-v3\Goldeen\3.jpg,Water,
Golduck,55,../dataset-v3\Golduck\0.jpg,Water,
Golduck,55,../dataset-v3\Golduck\1.jpg,Water,
Golduck,55,../dataset-v3\Golduck\2.jpg,Water,
Golduck,55,../dataset-v3\Golduck\3.jpg,Water,
Golem,76,../dataset-v3\Golem\0.jpg,Rock,Ground
Golem,76,../dataset-v3\Golem\1.jpg,Rock,Ground
Golem,76,../dataset-v3\Golem\2.jpg,Rock,Ground
Golem,76,../dataset-v3\Golem\3.jpg,Rock,Ground
Golem,76,../dataset-v3\Golem\4.jpg,Rock,Ground
Golem,76,../dataset-v3\Golem\5.jpg,Rock,Ground
Golett,622,../dataset-v3\Golett\0.jpg,Ground,Ghost
Golett,622,../dataset-v3\Golett\1.jpg,Ground,Ghost
Golurk,623,../dataset-v3\Golurk\0.jpg,Ground,Ghost
Golurk,623,../dataset-v3\Golurk\1.jpg,Ground,Ghost
Goodra,706,../dataset-v3\Goodra\0.jpg,Dragon,
Goodra,706,../dataset-v3\Goodra\1.jpg,Dragon,
Goomy,704,../dataset-v3\Goomy\0.jpg,Dragon,
Goomy,704,../dataset-v3\Goomy\1.jpg,Dragon,
Gorebyss,368,../dataset-v3\Gorebyss\0.jpg,Water,
Gorebyss,368,../dataset-v3\Gorebyss\1.jpg,Water,
Gothita,574,../dataset-v3\Gothita\0.jpg,Psychic,
Gothita,574,../dataset-v3\Gothita\1.jpg,Psychic,
Gothitelle,576,../dataset-v3\Gothitelle\0.jpg,Psychic,
Gothitelle,576,../dataset-v3\Gothitelle\1.jpg,Psychic,
Gothorita,575,../dataset-v3\Gothorita\0.jpg,Psychic,
Gothorita,575,../dataset-v3\Gothorita\1.jpg,Psychic,
Granbull,210,../dataset-v3\Granbull\0.jpg,Fairy,
Granbull,210,../dataset-v3\Granbull\1.jpg,Fairy,
Granbull,210,../dataset-v3\Granbull\2.jpg,Fairy,
Graveler,75,../dataset-v3\Graveler\0.jpg,Rock,Ground
Graveler,75,../dataset-v3\Graveler\1.jpg,Rock,Ground
Graveler,75,../dataset-v3\Graveler\2.jpg,Rock,Ground
Graveler,75,../dataset-v3\Graveler\3.jpg,Rock,Ground
Graveler,75,../dataset-v3\Graveler\4.jpg,Rock,Ground
Graveler,75,../dataset-v3\Graveler\5.jpg,Rock,Ground
Greninja,658,../dataset-v3\Greninja\0.jpg,Water,Dark
Greninja,658,../dataset-v3\Greninja\1.jpg,Water,Dark
Greninja,658,../dataset-v3\Greninja\2.jpg,Water,Dark
Greninja,658,../dataset-v3\Greninja\3.jpg,Water,Dark
Greninja,658,../dataset-v3\Greninja\4.jpg,Water,Dark
Grimer,88,../dataset-v3\Grimer\0.jpg,Poison,
Grimer,88,../dataset-v3\Grimer\1.jpg,Poison,
Grimer,88,../dataset-v3\Grimer\2.jpg,Poison,
Grimer,88,../dataset-v3\Grimer\3.jpg,Poison,
Grimer,88,../dataset-v3\Grimer\4.jpg,Poison,
Grimer,88,../dataset-v3\Grimer\5.jpg,Poison,
Grotle,388,../dataset-v3\Grotle\0.jpg,Grass,
Grotle,388,../dataset-v3\Grotle\1.jpg,Grass,
Groudon,383,../dataset-v3\Groudon\0.jpg,Ground,
Groudon,383,../dataset-v3\Groudon\1.jpg,Ground,
Groudon,383,../dataset-v3\Groudon\2.jpg,Ground,
Groudon,383,../dataset-v3\Groudon\3.jpg,Ground,
Groudon,383,../dataset-v3\Groudon\4.jpg,Ground,
Grovyle,253,../dataset-v3\Grovyle\0.jpg,Grass,
Grovyle,253,../dataset-v3\Grovyle\1.jpg,Grass,
Growlithe,58,../dataset-v3\Growlithe\0.jpg,Fire,
Growlithe,58,../dataset-v3\Growlithe\1.jpg,Fire,
Growlithe,58,../dataset-v3\Growlithe\2.jpg,Fire,
Growlithe,58,../dataset-v3\Growlithe\3.jpg,Fire,
Grumpig,326,../dataset-v3\Grumpig\0.jpg,Psychic,
Grumpig,326,../dataset-v3\Grumpig\1.jpg,Psychic,
Gulpin,316,../dataset-v3\Gulpin\0.jpg,Poison,
Gulpin,316,../dataset-v3\Gulpin\1.jpg,Poison,
Gurdurr,533,../dataset-v3\Gurdurr\0.jpg,Fighting,
Gurdurr,533,../dataset-v3\Gurdurr\1.jpg,Fighting,
Gyarados,130,../dataset-v3\Gyarados\0.jpg,Water,Flying
Gyarados,130,../dataset-v3\Gyarados\1.jpg,Water,Flying
Gyarados,130,../dataset-v3\Gyarados\2.jpg,Water,Flying
Gyarados,130,../dataset-v3\Gyarados\3.jpg,Water,Flying
Gyarados,130,../dataset-v3\Gyarados\4.jpg,Water,Flying
Gyarados,130,../dataset-v3\Gyarados\5.jpg,Water,Flying
Happiny,440,../dataset-v3\Happiny\0.jpg,Normal,
Happiny,440,../dataset-v3\Happiny\1.jpg,Normal,
Hariyama,297,../dataset-v3\Hariyama\0.jpg,Fighting,
Hariyama,297,../dataset-v3\Hariyama\1.jpg,Fighting,
Haunter,93,../dataset-v3\Haunter\0.jpg,Ghost,Poison
Haunter,93,../dataset-v3\Haunter\1.jpg,Ghost,Poison
Haunter,93,../dataset-v3\Haunter\2.jpg,Ghost,Poison
Haunter,93,../dataset-v3\Haunter\3.jpg,Ghost,Poison
Hawlucha,701,../dataset-v3\Hawlucha\0.jpg,Fighting,Flying
Hawlucha,701,../dataset-v3\Hawlucha\1.jpg,Fighting,Flying
Haxorus,612,../dataset-v3\Haxorus\0.jpg,Dragon,
Haxorus,612,../dataset-v3\Haxorus\1.jpg,Dragon,
Heatmor,631,../dataset-v3\Heatmor\0.jpg,Fire,
Heatmor,631,../dataset-v3\Heatmor\1.jpg,Fire,
Heatran,485,../dataset-v3\Heatran\0.jpg,Fire,Steel
Heatran,485,../dataset-v3\Heatran\1.jpg,Fire,Steel
Heatran,485,../dataset-v3\Heatran\2.jpg,Fire,Steel
Heliolisk,695,../dataset-v3\Heliolisk\0.jpg,Electric,Normal
Heliolisk,695,../dataset-v3\Heliolisk\1.jpg,Electric,Normal
Helioptile,694,../dataset-v3\Helioptile\0.jpg,Electric,Normal
Helioptile,694,../dataset-v3\Helioptile\1.jpg,Electric,Normal
Heracross,214,../dataset-v3\Heracross\0.jpg,Bug,Fighting
Heracross,214,../dataset-v3\Heracross\1.jpg,Bug,Fighting
Heracross,214,../dataset-v3\Heracross\2.jpg,Bug,Fighting
Heracross,214,../dataset-v3\Heracross\3.jpg,Bug,Fighting
Heracross,214,../dataset-v3\Heracross\4.jpg,Bug,Fighting
Herdier,507,../dataset-v3\Herdier\0.jpg,Normal,
Herdier,507,../dataset-v3\Herdier\1.jpg,Normal,
Hippopotas,449,../dataset-v3\Hippopotas\0.jpg,Ground,
Hippopotas,449,../dataset-v3\Hippopotas\1.jpg,Ground,
Hippowdon,450,../dataset-v3\Hippowdon\0.jpg,Ground,
Hippowdon,450,../dataset-v3\Hippowdon\1.jpg,Ground,
Hitmonchan,107,../dataset-v3\Hitmonchan\0.jpg,Fighting,
Hitmonchan,107,../dataset-v3\Hitmonchan\1.jpg,Fighting,
Hitmonchan,107,../dataset-v3\Hitmonchan\2.jpg,Fighting,
Hitmonchan,107,../dataset-v3\Hitmonchan\3.jpg,Fighting,
Hitmonlee,106,../dataset-v3\Hitmonlee\0.jpg,Fighting,
Hitmonlee,106,../dataset-v3\Hitmonlee\1.jpg,Fighting,
Hitmonlee,106,../dataset-v3\Hitmonlee\2.jpg,Fighting,
Hitmonlee,106,../dataset-v3\Hitmonlee\3.jpg,Fighting,
Hitmontop,237,../dataset-v3\Hitmontop\0.jpg,Fighting,
Hitmontop,237,../dataset-v3\Hitmontop\1.jpg,Fighting,
Hitmontop,237,../dataset-v3\Hitmontop\2.jpg,Fighting,
Ho-oh,250,../dataset-v3\Ho-oh\0.jpg,Fire,Flying
Ho-oh,250,../dataset-v3\Ho-oh\1.jpg,Fire,Flying
Ho-oh,250,../dataset-v3\Ho-oh\2.jpg,Fire,Flying
Ho-oh,250,../dataset-v3\Ho-oh\3.jpg,Fire,Flying
Ho-oh,250,../dataset-v3\Ho-oh\4.jpg,Fire,Flying
Honchkrow,430,../dataset-v3\Honchkrow\0.jpg,Dark,Flying
Honchkrow,430,../dataset-v3\Honchkrow\1.jpg,Dark,Flying
Honedge,679,../dataset-v3\Honedge\0.jpg,Steel,Ghost
Honedge,679,../dataset-v3\Honedge\1.jpg,Steel,Ghost
Hoothoot,163,../dataset-v3\Hoothoot\0.jpg,Normal,Flying
Hoothoot,163,../dataset-v3\Hoothoot\1.jpg,Normal,Flying
Hoothoot,163,../dataset-v3\Hoothoot\2.jpg,Normal,Flying
Hoppip,187,../dataset-v3\Hoppip\0.jpg,Grass,Flying
Hoppip,187,../dataset-v3\Hoppip\1.jpg,Grass,Flying
Hoppip,187,../dataset-v3\Hoppip\2.jpg,Grass,Flying
Horsea,116,../dataset-v3\Horsea\0.jpg,Water,
Horsea,116,../dataset-v3\Horsea\1.jpg,Water,
Horsea,116,../dataset-v3\Horsea\2.jpg,Water,
Horsea,116,../dataset-v3\Horsea\3.jpg,Water,
Houndoom,229,../dataset-v3\Houndoom\0.jpg,Dark,Fire
Houndoom,229,../dataset-v3\Houndoom\1.jpg,Dark,Fire
Houndoom,229,../dataset-v3\Houndoom\2.jpg,Dark,Fire
Houndoom,229,../dataset-v3\Houndoom\3.jpg,Dark,Fire
Houndoom,229,../dataset-v3\Houndoom\4.jpg,Dark,Fire
Houndour,228,../dataset-v3\Houndour\0.jpg,Dark,Fire
Houndour,228,../dataset-v3\Houndour\1.jpg,Dark,Fire
Houndour,228,../dataset-v3\Houndour\2.jpg,Dark,Fire
Huntail,367,../dataset-v3\Huntail\0.jpg,Water,
Huntail,367,../dataset-v3\Huntail\1.jpg,Water,
Hydreigon,635,../dataset-v3\Hydreigon\0.jpg,Dark,Dragon
